,INCIDENT_ID,DATA_YEAR,ORI,PUB_AGENCY_NAME,PUB_AGENCY_UNIT,AGENCY_TYPE_NAME,STATE_ABBR,STATE_NAME,DIVISION_NAME,REGION_NAME,POPULATION_GROUP_CODE,POPULATION_GROUP_DESC,INCIDENT_DATE,ADULT_VICTIM_COUNT,JUVENILE_VICTIM_COUNT,TOTAL_OFFENDER_COUNT,ADULT_OFFENDER_COUNT,JUVENILE_OFFENDER_COUNT,OFFENDER_RACE,OFFENDER_ETHNICITY,VICTIM_COUNT,OFFENSE_NAME,TOTAL_INDIVIDUAL_VICTIMS,LOCATION_NAME,BIAS_DESC,VICTIM_TYPES,MULTIPLE_OFFENSE,MULTIPLE_BIAS
197982,385664,2018,NC0410200,Greensboro,,City,NC,North Carolina,South Atlantic,South,1C,"Cities from 250,000 thru 499,999",20-MAR-18,1.0,0.0,1,1.0,0.0,Unknown,Unknown,1,Intimidation,1.0,School-College/University,Anti-Gay (Male),Individual,S,S
197983,385693,2018,NC0420200,Roanoke Rapids,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",10-MAR-18,1.0,0.0,1,1.0,0.0,Black or African American,Not Hispanic or Latino,1,Aggravated Assault,1.0,Other/Unknown,Anti-White,Individual,S,S
197984,385698,2018,NC0420200,Roanoke Rapids,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",24-APR-18,2.0,0.0,2,2.0,0.0,Black or African American,Not Hispanic or Latino,4,Aggravated Assault;Intimidation,2.0,Field/Woods,Anti-White,Individual,M,S
197985,385699,2018,NC0420200,Roanoke Rapids,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",14-APR-18,1.0,0.0,1,1.0,0.0,Black or African American,Not Hispanic or Latino,2,Burglary/Breaking & Entering;Sexual Assault With An Object,1.0,Residence/Home,Anti-White,Individual,M,S
197986,385700,2018,NC0420200,Roanoke Rapids,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",15-MAY-18,1.0,0.0,1,1.0,0.0,Black or African American,Not Hispanic or Latino,2,Burglary/Breaking & Entering;Sexual Assault With An Object,1.0,Residence/Home,Anti-White,Individual,M,S
197987,385702,2018,NC0420200,Roanoke Rapids,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",12-SEP-18,2.0,0.0,3,3.0,0.0,Unknown,Unknown,2,Aggravated Assault,2.0,Residence/Home,Anti-Gay (Male),Individual,S,S
197988,385642,2018,NC0430100,Dunn,,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",04-AUG-18,0.0,1.0,1,0.0,1.0,Black or African American,Not Hispanic or Latino,2,Not Specified;Simple Assault,1.0,Residence/Home,Anti-Mental Disability,Individual,M,S
197989,385665,2018,NC0450100,Hendersonville,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",19-JAN-18,,,1,1.0,0.0,Black or African American,Not Hispanic or Latino,3,Burglary/Breaking & Entering;Motor Vehicle Theft;Not Specified,,Commercial/Office Building,Anti-Black or African American,Business,M,S
197990,385229,2018,NC0490100,Mooresville,,City,NC,North Carolina,South Atlantic,South,4,"Cities from 25,000 thru 49,999",17-AUG-18,1.0,0.0,1,1.0,0.0,White,Not Hispanic or Latino,1,Simple Assault,1.0,Residence/Home,Anti-Gay (Male),Individual,S,S
197991,385675,2018,NC0490100,Mooresville,,City,NC,North Carolina,South Atlantic,South,4,"Cities from 25,000 thru 49,999",21-FEB-18,2.0,0.0,1,1.0,0.0,Black or African American,Not Hispanic or Latino,2,Simple Assault,2.0,Service/Gas Station,Anti-White,Individual,S,S
197992,385676,2018,NC0490100,Mooresville,,City,NC,North Carolina,South Atlantic,South,4,"Cities from 25,000 thru 49,999",02-JUN-18,1.0,0.0,0,0.0,0.0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
197993,385704,2018,NC0490200,Statesville,,City,NC,North Carolina,South Atlantic,South,4,"Cities from 25,000 thru 49,999",08-SEP-18,2.0,0.0,2,2.0,0.0,Multiple,Not Hispanic or Latino,2,Simple Assault,2.0,Bar/Nightclub,Anti-Gay (Male),Individual,S,S
197994,385227,2018,NC0550000,Lincoln,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",25-JUN-18,1.0,0.0,1,1.0,0.0,White,Not Hispanic or Latino,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
197995,385671,2018,NC0550000,Lincoln,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",26-SEP-18,1.0,0.0,1,1.0,0.0,Black or African American,Not Hispanic or Latino,1,Intimidation,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual,S,S
197996,385673,2018,NC0590000,Martin,,County,NC,North Carolina,South Atlantic,South,8C,"Non-MSA counties from 10,000 thru 24,999",14-JUL-18,1.0,0.0,1,1.0,0.0,Black or African American,Not Hispanic or Latino,1,Aggravated Assault,1.0,Residence/Home,Anti-Gay (Male),Individual,S,S
197997,385616,2018,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",12-APR-18,1.0,0.0,0,0.0,0.0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Jewish,Individual,S,S
197998,385617,2018,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",08-JUN-18,1.0,0.0,1,1.0,0.0,Black or African American,Unknown,2,Destruction/Damage/Vandalism of Property;Motor Vehicle Theft,1.0,Parking/Drop Lot/Garage,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual,M,S
197999,385618,2018,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",04-JUN-18,,,0,0.0,0.0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,,Construction Site,"Anti-Multiple Religions, Group",Business,S,S
198000,385619,2018,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",21-JUN-18,1.0,0.0,0,0.0,0.0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Bar/Nightclub,Anti-Black or African American,Individual,S,S
198001,385620,2018,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",24-APR-18,0.0,1.0,2,2.0,0.0,White,Unknown,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
198002,385621,2018,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",03-APR-18,2.0,0.0,0,0.0,0.0,Unknown,Unknown,2,Destruction/Damage/Vandalism of Property,2.0,Residence/Home,Anti-Black or African American,Individual,S,S
198003,385622,2018,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",20-JUL-18,1.0,0.0,0,0.0,0.0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Gay (Male),Individual,S,S
198004,385623,2018,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",29-MAR-18,,,0,0.0,0.0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,,Church/Synagogue/Temple/Mosque,Anti-Other Religion,Religious Organization,S,S
198005,385624,2018,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",22-JAN-18,3.0,0.0,1,1.0,0.0,Black or African American,Unknown,3,Intimidation,3.0,Residence/Home,Anti-White,Individual,S,S
198006,385625,2018,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",31-JUL-18,1.0,0.0,1,1.0,0.0,Black or African American,Unknown,2,Destruction/Damage/Vandalism of Property;Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Protestant,Individual,M,S
198007,385626,2018,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",05-MAR-18,,,1,1.0,0.0,Black or African American,Unknown,1,Destruction/Damage/Vandalism of Property,,Hotel/Motel/Etc.,Anti-Hispanic or Latino,Business,S,S
198008,385627,2018,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",24-SEP-18,1.0,0.0,0,0.0,0.0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
198009,385628,2018,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",24-JAN-18,,,0,0.0,0.0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,,Church/Synagogue/Temple/Mosque,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group);Anti-White",Religious Organization,S,M
198010,385629,2018,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",13-MAR-18,2.0,0.0,1,1.0,0.0,Unknown,Unknown,2,Intimidation,2.0,Commercial/Office Building,Anti-Black or African American,Individual,S,S
198011,385630,2018,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",07-SEP-18,3.0,0.0,3,3.0,0.0,Multiple,Multiple,9,Aggravated Assault;Not Specified;Simple Assault,3.0,Convenience Store,Anti-White,Individual,M,S
198012,385631,2018,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",27-JAN-18,1.0,0.0,1,1.0,0.0,White,Unknown,1,Simple Assault,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
198013,385632,2018,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",27-JUL-18,1.0,0.0,1,1.0,0.0,Black or African American,Unknown,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual,S,S
198014,385634,2018,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",24-OCT-18,,,1,1.0,0.0,White,Unknown,1,Destruction/Damage/Vandalism of Property,,Church/Synagogue/Temple/Mosque,Anti-Protestant,Religious Organization,S,S
198015,385636,2018,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",05-DEC-18,0.0,1.0,2,2.0,0.0,Black or African American,Unknown,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Physical Disability,Individual,S,S
198016,385637,2018,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",21-NOV-18,1.0,0.0,1,1.0,0.0,Black or African American,Unknown,1,Simple Assault,1.0,Restaurant,Anti-Other Religion,Individual,S,S
198017,385638,2018,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",27-DEC-18,,,0,0.0,0.0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,,Specialty Store,Anti-White,Business,S,S
198018,385639,2018,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",14-DEC-18,,,1,1.0,0.0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Business,S,S
198019,385640,2018,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",13-NOV-18,0.0,2.0,2,2.0,0.0,Black or African American,Unknown,2,Intimidation,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic or Latino,Individual,S,S
198020,385668,2018,NC0600600,Huntersville,,City,NC,North Carolina,South Atlantic,South,3,"Cities from 50,000 thru 99,999",07-NOV-18,0.0,1.0,1,1.0,0.0,Black or African American,Unknown,1,Intimidation,1.0,School-Elementary/Secondary,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual,S,S
198021,385669,2018,NC0600600,Huntersville,,City,NC,North Carolina,South Atlantic,South,3,"Cities from 50,000 thru 99,999",03-MAR-18,1.0,0.0,2,2.0,0.0,White,Not Hispanic or Latino,1,Intimidation,1.0,Department/Discount Store,Anti-Black or African American;Anti-Jewish,Individual,S,M
198022,385680,2018,NC0650000,New Hanover,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",22-FEB-18,,,0,0.0,0.0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,,School-Elementary/Secondary,"Anti-Multiple Races, Group",Government,S,S
198023,385681,2018,NC0650000,New Hanover,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",17-APR-18,1.0,0.0,0,0.0,0.0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,School-Elementary/Secondary,Anti-Black or African American,Individual,S,S
198024,385613,2018,NC0650100,Carolina Beach,,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",21-MAY-18,,,2,2.0,0.0,White,Unknown,1,Destruction/Damage/Vandalism of Property,,Residence/Home,Anti-Black or African American,Business,S,S
198025,385614,2018,NC0650100,Carolina Beach,,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",27-OCT-18,1.0,0.0,1,1.0,0.0,White,Unknown,2,Sexual Assault With An Object;Simple Assault,1.0,Residence/Home,Anti-Black or African American,Individual,M,S
198026,385615,2018,NC0650100,Carolina Beach,,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",19-OCT-18,1.0,0.0,1,1.0,0.0,White,Unknown,1,Simple Assault,1.0,Restaurant,Anti-Black or African American,Individual,S,S
198027,385707,2018,NC0650200,Wilmington,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",29-MAR-18,1.0,0.0,0,0.0,0.0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual,S,S
198028,385710,2018,NC0650200,Wilmington,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",01-OCT-18,1.0,0.0,1,1.0,0.0,Black or African American,Not Hispanic or Latino,1,Intimidation,1.0,Commercial/Office Building,Anti-White,Individual,S,S
198029,385711,2018,NC0650200,Wilmington,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",11-NOV-18,2.0,0.0,0,0.0,0.0,Unknown,Unknown,2,Destruction/Damage/Vandalism of Property,2.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual,S,S
198030,385712,2018,NC0650200,Wilmington,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",21-OCT-18,,,0,0.0,0.0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,,Church/Synagogue/Temple/Mosque,Anti-Protestant,Business,S,S
198031,385713,2018,NC0650200,Wilmington,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",15-DEC-18,1.0,0.0,1,1.0,0.0,White,Not Hispanic or Latino,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,Individual,S,S
198032,385714,2018,NC0650200,Wilmington,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",12-MAY-18,1.0,0.0,2,2.0,0.0,White,Not Hispanic or Latino,1,Intimidation,1.0,Parking/Drop Lot/Garage,Anti-Jewish,Individual,S,S
198033,385715,2018,NC0650200,Wilmington,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",25-MAY-18,2.0,0.0,1,1.0,0.0,White,Not Hispanic or Latino,4,Destruction/Damage/Vandalism of Property;Intimidation,2.0,Service/Gas Station,Anti-Black or African American,Individual,M,S
198034,385716,2018,NC0650200,Wilmington,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",22-MAY-18,1.0,0.0,0,0.0,0.0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,Anti-Gay (Male),Individual,S,S
198035,385717,2018,NC0650200,Wilmington,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",24-MAY-18,1.0,0.0,0,0.0,0.0,Unknown,Unknown,2,Destruction/Damage/Vandalism of Property;Intimidation,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual,M,S
198036,385705,2018,NC0650500,University of North Carolina:,Wilmington,University or College,NC,North Carolina,South Atlantic,South,7,"Cities under 2,500",23-JUN-18,0.0,1.0,3,0.0,3.0,Multiple,Unknown,1,Intimidation,1.0,School-College/University,Anti-Gay (Male),Individual,S,S
198037,385226,2018,NC0670100,Jacksonville,,City,NC,North Carolina,South Atlantic,South,3,"Cities from 50,000 thru 99,999",18-MAR-18,1.0,0.0,0,0.0,0.0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Department/Discount Store,Anti-Gay (Male),Individual,S,S
198038,385672,2018,NC0670100,Jacksonville,,City,NC,North Carolina,South Atlantic,South,3,"Cities from 50,000 thru 99,999",05-JUL-18,1.0,0.0,2,2.0,0.0,White,Not Hispanic or Latino,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
198039,385231,2018,NC0740000,Pitt,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",26-NOV-18,1.0,0.0,1,1.0,0.0,Black or African American,Unknown,1,Aggravated Assault,1.0,School-Elementary/Secondary,Anti-Gay (Male),Individual,S,S
198040,385232,2018,NC0740000,Pitt,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",27-OCT-18,2.0,0.0,0,0.0,0.0,Unknown,Unknown,4,Aggravated Assault;Destruction/Damage/Vandalism of Property,2.0,Bar/Nightclub,Anti-Lesbian (Female),Individual,M,S
198041,385233,2018,NC0740000,Pitt,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",04-OCT-18,2.0,0.0,1,1.0,0.0,White,Unknown,4,Aggravated Assault;Intimidation,2.0,Residence/Home,Anti-Black or African American,Individual,M,S
198042,385682,2018,NC0740000,Pitt,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",18-JUL-18,1.0,0.0,1,1.0,0.0,Unknown,Unknown,1,Intimidation,1.0,Residence/Home,Anti-Gay (Male),Individual,S,S
198043,385645,2018,NC0740900,East Carolina University,,University or College,NC,North Carolina,South Atlantic,South,7,"Cities under 2,500",27-JAN-18,1.0,0.0,1,1.0,0.0,White,Not Hispanic or Latino,1,Simple Assault,1.0,Residence/Home,Anti-Islamic (Muslim),Individual,S,S
198044,385235,2018,NC0800500,Salisbury,,City,NC,North Carolina,South Atlantic,South,4,"Cities from 25,000 thru 49,999",21-SEP-18,1.0,0.0,2,2.0,0.0,White,Unknown,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
198045,385701,2018,NC0800500,Salisbury,,City,NC,North Carolina,South Atlantic,South,4,"Cities from 25,000 thru 49,999",01-FEB-18,,,0,0.0,0.0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,,Highway/Road/Alley/Street/Sidewalk,"Anti-Multiple Races, Group",Government,S,S
198046,385703,2018,NC0800500,Salisbury,,City,NC,North Carolina,South Atlantic,South,4,"Cities from 25,000 thru 49,999",13-NOV-18,1.0,0.0,1,1.0,0.0,White,Unknown,1,Intimidation,1.0,School-College/University,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual,S,S
198047,385237,2018,NC0920000,Wake,,County,NC,North Carolina,South Atlantic,South,9A,"MSA counties 100,000 or over",23-JUN-18,1.0,0.0,0,0.0,0.0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Lesbian (Female),Individual,S,S
198048,385706,2018,NC0920000,Wake,,County,NC,North Carolina,South Atlantic,South,9A,"MSA counties 100,000 or over",30-JAN-18,1.0,0.0,0,0.0,0.0,Unknown,Unknown,1,Simple Assault,1.0,Other/Unknown,Anti-Black or African American,Individual,S,S
198049,385709,2018,NC0920000,Wake,,County,NC,North Carolina,South Atlantic,South,9A,"MSA counties 100,000 or over",18-AUG-18,1.0,0.0,0,0.0,0.0,Unknown,Unknown,1,Intimidation,1.0,Residence/Home,Anti-Jewish,Individual,S,S
198050,385687,2018,NC0920100,Raleigh,,City,NC,North Carolina,South Atlantic,South,1C,"Cities from 250,000 thru 499,999",29-JUN-18,1.0,0.0,1,1.0,0.0,Black or African American,Not Hispanic or Latino,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual,S,S
198051,385688,2018,NC0920100,Raleigh,,City,NC,North Carolina,South Atlantic,South,1C,"Cities from 250,000 thru 499,999",29-MAR-18,1.0,0.0,1,1.0,0.0,Black or African American,Not Hispanic or Latino,1,Not Specified,1.0,Residence/Home,Anti-Gay (Male),Individual,S,S
198052,385689,2018,NC0920100,Raleigh,,City,NC,North Carolina,South Atlantic,South,1C,"Cities from 250,000 thru 499,999",05-FEB-18,1.0,0.0,1,1.0,0.0,Black or African American,Not Hispanic or Latino,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Lesbian (Female),Individual,S,S
198053,385690,2018,NC0920100,Raleigh,,City,NC,North Carolina,South Atlantic,South,1C,"Cities from 250,000 thru 499,999",18-AUG-18,4.0,0.0,0,0.0,0.0,Unknown,Unknown,4,Intimidation,4.0,Church/Synagogue/Temple/Mosque,Anti-Jewish,Individual,S,S
198054,385691,2018,NC0920100,Raleigh,,City,NC,North Carolina,South Atlantic,South,1C,"Cities from 250,000 thru 499,999",13-JUL-18,1.0,0.0,0,0.0,0.0,Unknown,Unknown,1,Intimidation,1.0,Other/Unknown,Anti-Protestant,Individual,S,S
198055,385692,2018,NC0920100,Raleigh,,City,NC,North Carolina,South Atlantic,South,1C,"Cities from 250,000 thru 499,999",11-JUL-18,,,0,0.0,0.0,Unknown,Unknown,2,Destruction/Damage/Vandalism of Property,,Government/Public Building,Anti-Black or African American,Business,S,S
198056,385694,2018,NC0920100,Raleigh,,City,NC,North Carolina,South Atlantic,South,1C,"Cities from 250,000 thru 499,999",06-NOV-18,1.0,0.0,0,0.0,0.0,Unknown,Unknown,1,Intimidation,1.0,Residence/Home,Anti-Jewish,Individual,S,S
198057,385695,2018,NC0920100,Raleigh,,City,NC,North Carolina,South Atlantic,South,1C,"Cities from 250,000 thru 499,999",31-OCT-18,1.0,0.0,1,1.0,0.0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Jewish,Individual,S,S
198058,385696,2018,NC0920100,Raleigh,,City,NC,North Carolina,South Atlantic,South,1C,"Cities from 250,000 thru 499,999",21-OCT-18,0.0,1.0,1,1.0,0.0,Black or African American,Not Hispanic or Latino,1,Simple Assault,1.0,Park/Playground,Anti-White,Individual,S,S
198059,385697,2018,NC0920100,Raleigh,,City,NC,North Carolina,South Atlantic,South,1C,"Cities from 250,000 thru 499,999",15-OCT-18,1.0,0.0,0,0.0,0.0,Unknown,Unknown,1,Intimidation,1.0,Residence/Home,Anti-Gay (Male),Individual,S,S
198060,385606,2018,NC0920200,Apex,,City,NC,North Carolina,South Atlantic,South,3,"Cities from 50,000 thru 99,999",15-NOV-18,2.0,1.0,0,0.0,0.0,Unknown,Unknown,3,Burglary/Breaking & Entering,3.0,Residence/Home,Anti-Asian,Individual,S,S
198061,385211,2018,NC0920300,Cary,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",03-NOV-18,1.0,0.0,1,1.0,0.0,White,Not Hispanic or Latino,1,Intimidation,1.0,Church/Synagogue/Temple/Mosque,Anti-Jewish,Individual,S,S
198062,385212,2018,NC0920300,Cary,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",26-OCT-18,1.0,0.0,1,1.0,0.0,White,Not Hispanic or Latino,1,Intimidation,1.0,Other/Unknown,Anti-Jewish,Individual,S,S
198063,385213,2018,NC0920300,Cary,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",27-DEC-18,1.0,0.0,1,1.0,0.0,White,Not Hispanic or Latino,2,Destruction/Damage/Vandalism of Property;Intimidation,1.0,Church/Synagogue/Temple/Mosque,Anti-Jewish,Individual,M,S
198064,385214,2018,NC0920300,Cary,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",18-OCT-18,1.0,0.0,1,1.0,0.0,White,Not Hispanic or Latino,1,Intimidation,1.0,Residence/Home,Anti-Jewish,Individual,S,S
198065,385215,2018,NC0920300,Cary,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",27-DEC-18,1.0,0.0,1,1.0,0.0,White,Not Hispanic or Latino,2,Destruction/Damage/Vandalism of Property;Intimidation,1.0,Residence/Home,Anti-Islamic (Muslim),Individual,M,S
198066,385210,2018,NC0950100,Boone,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",22-SEP-18,1.0,0.0,2,2.0,0.0,White,Not Hispanic or Latino,2,Destruction/Damage/Vandalism of Property;Not Specified,1.0,Residence/Home,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual,M,S
198067,385611,2018,NC0950100,Boone,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",19-NOV-18,1.0,0.0,1,1.0,0.0,Unknown,Unknown,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
198068,385612,2018,NC0950100,Boone,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",22-OCT-18,2.0,0.0,2,2.0,0.0,White,Not Hispanic or Latino,2,Intimidation,2.0,Parking/Drop Lot/Garage,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual,S,S
198069,385708,2018,NC0960000,Wayne,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",27-DEC-18,2.0,1.0,0,0.0,0.0,Unknown,Unknown,5,Destruction/Damage/Vandalism of Property;Intimidation,3.0,Residence/Home,Anti-Black or African American,Individual,M,S
205195,1275657,2019,NC0010000,Alamance,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",25-AUG-19,1.0,0.0,1,1.0,0.0,White,Not Hispanic or Latino,1,Simple Assault,1.0,Field/Woods,Anti-Hispanic or Latino,Individual,S,S
205196,1275661,2019,NC0010000,Alamance,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",21-FEB-19,1.0,0.0,0,,,Unknown,Unknown,1,Intimidation,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
